pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4230	a man holding a cell phone in his hand	a man holding a cell phone in his hand	0	NEUTRAL
4231	a parking meter is on the side of the street	a street sign is on the side of a street	0	NEUTRAL
4232	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4233	a man is standing on a beach with a surfboard	a beach with a bunch of people on it	0	NEUTRAL
4234	a baseball player pitching a ball on top of a field	a baseball player pitching a ball on top of a field	0	NEUTRAL
4235	a red double decker bus driving down a street	a double decker bus driving down a street	0	NEUTRAL
4236	a stop sign is on the side of the road	a stop sign is on the side of the road	0	NEUTRAL
4237	a laptop computer sitting on top of a table	a laptop computer sitting on top of a table	0	NEUTRAL
4238	a tray of food with a bowl of food	a tray of food with a bowl of food	0	NEUTRAL
4239	a dog is sitting on a couch with a stuffed animal	a dog is sitting on a couch with a stuffed animal	0	NEUTRAL
4240	a red and white bus driving down a street	a red and white truck driving down a street	0	NEUTRAL
4241	a man riding a horse drawn carriage on a dirt road	a man riding a horse drawn carriage on a dirt road	0	NEUTRAL
4242	a white car parked in a parking lot	a car parked in a parking lot next to a parking meter	0	NEUTRAL
4243	a truck is parked on the side of the street	a truck is parked on the side of the street	0	NEUTRAL
4244	a bus is driving down the street in a city	a city bus driving down the street	0	NEUTRAL
4245	a woman riding a motorcycle down the street	a woman riding a motorcycle down the street	0	NEUTRAL
4246	a group of people riding motorcycles on a city street	a group of people riding motorcycles on a city street	0	NEUTRAL
4247	a man in a suit and tie standing next to a woman	a man in a suit and tie standing next to a woman	0	NEUTRAL
4248	a train is coming down the tracks in a city	a train is coming down the tracks in a rural area	0	NEUTRAL
4249	a white truck parked in a parking lot	a white truck is parked in a parking lot	0	NEUTRAL
4250	a street sign on a pole on a street	a street sign on a pole on a street	0	NEUTRAL
4251	a red truck parked in a parking lot	a large truck with a red truck parked in front of it	0	NEUTRAL
4252	a red stop sign sitting on the side of a road	a red bike parked on the side of the road	0	NEUTRAL
4253	a man in a black shirt and a black shirt and a skateboard	a man in a black shirt and a black hat and a skateboard	0	NEUTRAL
4254	a red and white train traveling down train tracks	a red and white train traveling down train tracks	0	NEUTRAL
4255	a red and white bus driving down a street	a red and white bus driving down a street	0	NEUTRAL
4256	a red stop sign sitting on the side of a street	a red stop sign sitting on the side of a street	0	NEUTRAL
4257	a man is standing in front of a stove	a man is standing in front of a stove	0	NEUTRAL
4258	a horse drawn carriage with a man on it	a horse drawn carriage with a man on it	0	NEUTRAL
4259	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4260	a man in a suit and tie standing in front of a building	a man in a suit and tie standing in front of a store	0	NEUTRAL
4261	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4262	a red fire truck driving down a street	a red fire truck driving down a street	0	NEUTRAL
4263	a pair of scissors on a wooden table	a person holding a pair of scissors in front of a building	0	NEUTRAL
4264	a collage of photos with a red and white sign	a collage of photos with a red fire hydrant	0	NEUTRAL
4265	two young boys playing a video game in a living room	two young boys playing a video game in a living room	0	NEUTRAL
4266	a woman cutting a cake with a knife	a woman cutting a cake with a knife	0	NEUTRAL
4267	a city street filled with lots of traffic	a city street filled with lots of traffic	0	NEUTRAL
4268	a traffic light on the side of the road	a traffic light on the side of the road	0	NEUTRAL
4269	a double decker bus parked in a parking lot	a double decker bus is parked in a parking lot	0	NEUTRAL
4270	a truck is parked on the side of the road	a truck is parked on the side of the road	0	NEUTRAL
4271	a white and black laptop on a white table	a cell phone sitting on top of a UNK	0	NEUTRAL
4272	a woman sitting on a bench talking on a cell phone	a woman sitting on a bench talking on a cell phone	0	NEUTRAL
4273	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
4274	a teddy bear sitting on a table next to a laptop	a teddy bear sitting on a table next to a laptop	0	NEUTRAL
4275	a large building with a clock on the side of it	a building with a sign on the side of it	0	NEUTRAL
4276	a stop sign with a street sign on top of it	a stop sign is on the corner of a street	0	NEUTRAL
4277	a sandwich on a plate with a cup of coffee	a sandwich on a plate with a cup of coffee	0	NEUTRAL
4278	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
4279	a hot dog and a cup of coffee	a doughnut with a bite taken out of it	0	NEUTRAL
4280	a woman standing in front of a tv playing a video game	a woman standing in front of a tv playing a video game	0	NEUTRAL
4281	a man holding a surfboard on top of a beach	a man holding a surfboard on top of a beach	0	NEUTRAL
4282	a group of people standing around a fruit stand	a group of people standing around a fruit stand	0	NEUTRAL
4283	a group of people standing in a room	a group of people standing in a room	0	NEUTRAL
4284	a bus is parked on the side of the street	a bus that is parked in a parking lot	0	NEUTRAL
4285	a man sitting on a bench in the grass	a man sitting on a park bench with a cell phone	0	NEUTRAL
4286	a man and a woman sitting on a bus	a man and a woman sitting on a bus	0	NEUTRAL
4287	a bed with a white comforter and a white blanket	a bed with a white comforter and a white blanket	0	NEUTRAL
4288	a group of people standing next to a large truck	a group of people standing next to each other	0	NEUTRAL
4289	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4290	a plate of food that includes meat and vegetables	a plate of food that includes meat and vegetables	0	NEUTRAL
4291	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
4292	a woman is riding a horse in the street	a woman is riding a horse in the street	0	NEUTRAL
4293	a black and white photo of a train on a train track	a black and white photo of a train on a train track	0	NEUTRAL
4294	a young boy in a baseball uniform throwing a ball	a young boy in a baseball uniform throwing a ball	0	NEUTRAL
4295	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
4296	a large airplane sitting on top of an airport runway	a large airplane sitting on top of an airport tarmac	0	NEUTRAL
4297	a person standing on the side of a street	a man standing on the side of a street	0	NEUTRAL
4298	a street sign on the side of the road	a street sign is on the side of the road	0	NEUTRAL
4299	a bathroom with a toilet and a sink	a bathroom with a toilet and a sink	0	NEUTRAL
4300	a bunch of bananas are on a table	a bunch of bananas are on a table	0	NEUTRAL
4301	a man standing in front of an open umbrella	a man standing in front of a store with a umbrella	0	NEUTRAL
4302	two horses are standing in a field	a horse is standing in a field of grass	0	NEUTRAL
4303	a computer keyboard sitting on top of a desk	a computer keyboard sitting on top of a desk	0	NEUTRAL
4304	a truck is parked on the side of the road	a large truck is driving down the street	0	NEUTRAL
4305	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
4306	a street sign on the side of a building	a street sign on the side of a building	0	NEUTRAL
4307	a baseball player is throwing a baseball	a baseball player is throwing a baseball	0	NEUTRAL
4308	a bowl of food with a fork on a table	a bowl of food with a fork and a spoon	0	NEUTRAL
4309	a couple of horses are standing in a field	a couple of horses are standing in a field	0	NEUTRAL
4310	a man riding a skateboard on a ramp	a man riding a skateboard on a ramp	0	NEUTRAL
4311	a large clock on the side of a building	a large clock on the side of a building	0	NEUTRAL
4312	a desk with a laptop and a laptop	a laptop computer sitting on top of a desk	0	NEUTRAL
4313	a person holding a glass of wine in a kitchen	a person holding a glass of wine in a kitchen	0	NEUTRAL
4314	a large airplane sitting on top of an airport runway	a large airplane sitting on top of an airport runway	0	NEUTRAL
4315	an airplane is on the runway at the airport	an airplane is on the runway at the airport	0	NEUTRAL
4316	a man and a woman standing next to a giraffe	a man and a woman standing next to a giraffe	0	NEUTRAL
4317	a street sign on a pole with a sky background	a street sign on a pole on a city street	0	NEUTRAL
4318	a cat is sitting on a computer keyboard	a cat is sitting on a computer keyboard	0	NEUTRAL
4319	an airplane is parked on the runway at an airport	an airplane is parked on the tarmac at an airport	0	NEUTRAL
4320	a woman holding a hot dog in a bun	a woman holding a hot dog in a bun	0	NEUTRAL
4321	a group of people sitting at a table eating pizza	a group of people sitting at a table eating pizza	0	NEUTRAL
4322	a clock on a building with a sky background	a clock on a building with a sky background	0	NEUTRAL
4323	a train station with a train on the tracks	a bus is parked in front of a building	0	NEUTRAL
4324	a woman standing in a kitchen with a stove	a woman standing in a kitchen with a stove	0	NEUTRAL
4325	a red stop sign sitting on the side of a road	a stop sign and a street sign on a pole	0	NEUTRAL
4326	a book shelf filled with lots of books	a book shelf filled with lots of books	0	NEUTRAL
4327	a red and white train on a train track	a yellow and blue train is on the tracks	0	NEUTRAL
4328	a bus is driving down the street in a city	a bus is driving down the street in a city	0	NEUTRAL
4329	a man in a suit and tie standing in a kitchen	a man in a suit and tie standing in a kitchen	0	NEUTRAL
4330	a young boy riding skis down a snow covered slope	a young boy riding skis down a snow covered slope	0	NEUTRAL
4331	a large building with a large clock on it	a street sign on a pole on a city street	0	NEUTRAL
4332	a kitchen with a refrigerator and a table	a living room with a couch and a table	0	NEUTRAL
4333	a stop sign is on the side of the road	a stop sign is on the side of a road	0	NEUTRAL
4334	a computer keyboard sitting on top of a desk	a computer keyboard sitting on top of a desk	0	NEUTRAL
4335	a dog with a frisbee in its mouth	a dog with a frisbee in its mouth	0	NEUTRAL
4336	a woman is holding a baby in front of a cake	a woman is holding a baby in front of a cake	0	NEUTRAL
4337	a clock on a pole on a city street	a clock on a pole on a city street	0	NEUTRAL
4338	a wooden bench sitting on top of a lush green field	a street sign on the side of the road	0	NEUTRAL
4339	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
4340	a refrigerator with a lot of magnets on it	a man standing in front of an open refrigerator	0	NEUTRAL
4341	a bunch of bananas on a table with a cup of coffee	a bunch of bananas on a table next to a bottle of wine	0	NEUTRAL
4342	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4343	a man is standing in front of a large building	a man is standing on a street corner	0	NEUTRAL
4344	a bus is driving down the street in a city	a bus is driving down the street in a city	0	NEUTRAL
4345	a man standing in front of a refrigerator	a man standing in a kitchen next to a stove	0	NEUTRAL
4346	a young boy sitting on a couch with a dog	a young boy sitting on a couch with a dog	0	NEUTRAL
4347	a red and white sign on a tree	a stop sign is on the side of a road	0	NEUTRAL
4348	a couple of surfboards sitting on top of a wooden table	a bunch of different types of tools on a table	0	NEUTRAL
4349	a group of airplanes parked on a runway	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4350	a stop sign and a street sign on a pole	a stop sign and a street sign on a pole	0	NEUTRAL
4351	a group of men standing next to each other	a group of men standing next to each other	0	NEUTRAL
4352	a book shelf with a clock on it	a book shelf with a clock and a book	0	NEUTRAL
4353	a street sign is shown in front of a building	a street sign on a pole on a city street	0	NEUTRAL
4354	a person riding a bike on a city street	a person riding a bike on a city street	0	NEUTRAL
4355	a man walking down the street with a car	a man is walking down the street with a car	0	NEUTRAL
4356	a truck is driving down the street with a person on a bike	a truck is driving down the street with a man on a bike	0	NEUTRAL
4357	a stop sign is shown in front of a building	a stop sign is shown in front of a building	0	NEUTRAL
4358	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4359	a kitchen with a stove and a microwave	a kitchen with a stove and a microwave	0	NEUTRAL
4360	a traffic light on a city street at night	a city street with traffic lights and street signs	0	NEUTRAL
4361	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
4362	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4363	a pair of scissors on a table next to a cup	a pair of scissors on a table next to a cup	0	NEUTRAL
4364	a kitchen with a refrigerator and a stove	a kitchen with a refrigerator and a stove	0	NEUTRAL
4365	a street filled with traffic and traffic lights	a street with cars and trucks driving down it	0	NEUTRAL
4366	a group of people flying kites in a field	a group of people flying kites in a field	0	NEUTRAL
4367	a train is on the tracks in a rural area	a train is on the tracks in a rural area	0	NEUTRAL
4368	a teddy bear wearing a hat and a hat	a teddy bear wearing a hat and a hat	0	NEUTRAL
4369	a cow is standing in the middle of a street	a cow standing in the middle of a street	0	NEUTRAL
4370	a man is playing tennis on a tennis court	a man is playing tennis on a tennis court	0	NEUTRAL
4371	a white bus driving down a street next to a building	a white bus driving down a street next to a building	0	NEUTRAL
4372	a man sitting at a table with a laptop	a man sitting at a table with a laptop	0	NEUTRAL
4373	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
4374	a woman standing on the side of a street	a woman standing on the side of a street	0	NEUTRAL
4375	a woman standing in front of a bus	a woman is standing in front of a bus	0	NEUTRAL
4376	a car driving down a street next to a traffic light	a car driving down a street next to a traffic light	0	NEUTRAL
4377	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4378	a sandwich and a drink on a table	a sandwich and a drink on a table	0	NEUTRAL
4379	a stop sign on the corner of a street	a stop sign on the corner of a street	0	NEUTRAL
4380	a young girl is playing tennis on a tennis court	a woman is playing tennis on a tennis court	0	NEUTRAL
4381	a stop sign is on the side of the road	a stop sign is on the side of the road	0	NEUTRAL
4382	a street sign on the side of a street	a street sign on the side of a street	0	NEUTRAL
4383	a group of people walking down a street	a group of people walking down a street	0	NEUTRAL
4384	a truck is driving down the street in the rain	a truck is driving down the street in the rain	0	NEUTRAL
4385	a street sign with a bunch of people on it	a street sign with a sign on it	0	NEUTRAL
4386	a person holding a wii remote in their hand	a person holding a wii remote in their hand	0	NEUTRAL
4387	a traffic light sitting on the side of a road	a traffic light sitting on the side of a road	0	NEUTRAL
4388	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
4389	a traffic light with a street sign on top of it	a street sign with a street light on it	0	NEUTRAL
4390	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
4391	a remote control is sitting on a table	a remote control is sitting on a table	0	NEUTRAL
4392	a stop sign on the corner of a street	a stop sign on the corner of a street	0	NEUTRAL
4393	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
4394	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
4395	a motorcycle parked in front of a store	a motorcycle parked in front of a store	0	NEUTRAL
4396	a red stop sign sitting on the side of a pole	a red stop sign sitting on the side of a pole	0	NEUTRAL
4397	a computer keyboard sitting on top of a desk	a computer keyboard sitting on top of a desk	0	NEUTRAL
4398	a sign that says UNK UNK UNK and UNK UNK	a street sign is on the side of the road	0	NEUTRAL
4399	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
4400	a train traveling down tracks next to a bridge	a train traveling down tracks next to a train station	0	NEUTRAL
4401	a man is holding a stop sign in front of a building	a man holding a sign on a street corner	0	NEUTRAL
4402	a train is coming down the tracks in the snow	a train is coming down the tracks in the snow	0	NEUTRAL
4403	a large airplane sitting on top of an airport tarmac	a large airplane sitting on top of an airport tarmac	0	NEUTRAL
4404	a group of remote controls sitting on top of each other	a group of remote controls sitting on top of each other	0	NEUTRAL
4405	a stop sign on the side of the road	a stop sign on the side of the road	0	NEUTRAL
4406	an airplane sitting on the tarmac at an airport	an airplane sitting on the tarmac at an airport	0	NEUTRAL
4407	a bathroom with a sink and a mirror	a bathroom with a sink and a mirror	0	NEUTRAL
4408	a dog and a cat are sitting on a table	a dog and a cat are sitting on a table	0	NEUTRAL
4409	a doughnut with a bite out of it	a doughnut with a bite out of it	0	NEUTRAL
4410	a large clock on a pole on a city street	a clock on the side of a building	0	NEUTRAL
4411	a cow is standing in a doorway	a cow is standing in front of a building	0	NEUTRAL
4412	a car driving down a street next to a traffic light	a car driving down a street next to a traffic light	0	NEUTRAL
4413	a plane flying in the air with a sky background	a plane flying in the air with a sky background	0	NEUTRAL
4414	a dog is standing next to a skateboard	a dog is standing next to a skateboard	0	NEUTRAL
4415	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4416	a man sitting at a desk with a laptop computer	a man sitting at a desk with a laptop computer	0	NEUTRAL
4417	a group of people standing next to each other	a group of people standing next to each other	0	NEUTRAL
4418	a traffic light on a pole on a city street	a traffic light on a pole on a city street	0	NEUTRAL
4419	a car parked on the side of the road	a police car parked on the side of a street	0	NEUTRAL
4420	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
4421	a woman standing next to a fire hydrant	a woman standing next to a fire hydrant	0	NEUTRAL
4422	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
4423	a pair of scissors on a wooden table	a bottle of beer and a bottle of wine	0	NEUTRAL
4424	a crowd of people standing around a large building	a group of people standing around a store	0	NEUTRAL
4425	a stop sign is on the corner of a street	a red stop sign sitting on the side of a road	0	NEUTRAL
4426	a wii remote control in a UNK on a table	a wii remote control in a UNK on a table	0	NEUTRAL
4427	a street sign is on the side of a building	a street sign is on the side of a building	0	NEUTRAL
4428	a banana sitting on top of a green field	a yellow banana sitting on top of a green field	0	NEUTRAL
4429	a large clock tower towering over a city	a large clock tower towering over a city	0	NEUTRAL
4430	a large clock tower with a clock on top	a large clock tower with a clock on top	0	NEUTRAL
4431	a woman standing in front of a bunch of oranges	a woman standing in front of a display of fruit	0	NEUTRAL
4432	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4433	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
4434	a street sign on the side of the road	a street sign on the corner of a street	0	NEUTRAL
4435	a motorcycle parked on the side of a street	a motorcycle parked on the side of a street	0	NEUTRAL
4436	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
4437	a couple of buses parked next to each other	a couple of buses parked next to each other	0	NEUTRAL
4438	a laptop computer sitting on top of a table	a laptop computer sitting on top of a table	0	NEUTRAL
4439	a clock on the side of a building	a clock on the side of a building	0	NEUTRAL
4440	a man riding a skateboard on a ramp	a man riding a skateboard on a ramp	0	NEUTRAL
4441	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4442	a street sign on the side of a street	a street sign on the side of a building	0	NEUTRAL
4443	a large truck is parked on the street	a truck is driving down the street in the rain	0	NEUTRAL
4444	a man riding skis down a snow covered slope	a man riding skis down a snow covered slope	0	NEUTRAL
4445	a bunch of vegetables that are on a table	a bunch of vegetables that are on a table	0	NEUTRAL
4446	a person riding a horse in a field	a man riding a horse in a field	0	NEUTRAL
4447	a cell phone is sitting on a table	a cell phone is sitting on a table	0	NEUTRAL
4448	a person holding a blender in a kitchen	a person holding a blender in a kitchen	0	NEUTRAL
4449	a person riding a bike down a street	a person riding a bike down a street	0	NEUTRAL
4450	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
4451	a person is typing on a computer keyboard	a person is typing on a computer keyboard	0	NEUTRAL
4452	a living room with a tv and a tv	a living room with a tv and a tv	0	NEUTRAL
4453	a bathroom with a sink and a mirror	a bathroom with a sink and a mirror	0	NEUTRAL
4454	a laptop computer sitting on top of a bed	a book is sitting on top of a bed	0	NEUTRAL
4455	a group of people walking down a street with umbrellas	a group of people walking down a street with umbrellas	0	NEUTRAL
4456	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
4457	a stop sign and a traffic light on a pole	a stop sign and a street sign on a pole	0	NEUTRAL
4458	a group of people sitting on a bench	a group of people sitting on a bench	0	NEUTRAL
4459	a street with a large building and a street sign	a street sign on the corner of a street	0	NEUTRAL
4460	a red fire hydrant sitting on the side of a road	a red fire hydrant sitting on the side of a road	0	NEUTRAL
4461	a living room with a tv and a tv	a living room with a tv and a tv	0	NEUTRAL
4462	a bunch of bananas on a table with a cup of coffee	a bunch of bananas and a cup of coffee	0	NEUTRAL
4463	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4464	a parking meter on the side of the road	a parking meter on the side of the road	0	NEUTRAL
4465	a stop sign with a sticker on it	a red stop sign sitting on the side of a street	0	NEUTRAL
4466	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4467	a fire hydrant on the side of the street	a fire hydrant on the side of the street	0	NEUTRAL
4468	a man and a woman standing next to each other	a man and a woman standing next to each other	0	NEUTRAL
4469	a kitchen filled with lots of pots and pans	a kitchen filled with lots of pots and pans	0	NEUTRAL
4470	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
4471	a red truck parked in a parking lot	a red truck parked in a parking lot	0	NEUTRAL
4472	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
4473	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4474	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
4475	a cup of coffee sitting on top of a computer keyboard	a cup of coffee sitting on top of a desk	0	NEUTRAL
4476	a birthday cake with a UNK on top	a birthday cake with a candle on top of it	0	NEUTRAL
4477	a large clock on a wall in a room	a large clock on a wall in a room	0	NEUTRAL
4478	a traffic light on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4479	a woman is preparing food in a kitchen	a woman is preparing food in a kitchen	0	NEUTRAL
4480	a clock on a tower with a sky background	a clock on a tower with a sky background	0	NEUTRAL
4481	a man riding a snowboard down a snow covered slope	a man riding a snowboard down a snow covered slope	0	NEUTRAL
4482	a group of young people playing a game of soccer	a group of young people playing a game of soccer	0	NEUTRAL
4483	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4484	a bike parked on the side of the road	a bike parked on the side of the road	0	NEUTRAL
4485	a stop sign on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
4486	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
4487	a cat is sitting in a suitcase on the floor	a cat is sitting in a suitcase on the floor	0	NEUTRAL
4488	a woman is holding a bowl of fruit	a person is holding a banana in a kitchen	0	NEUTRAL
4489	a car parked on the side of the road	a car parked on the side of the road	0	NEUTRAL
4490	two slices of pizza sitting on a plate	two slices of pizza sitting on a plate	0	NEUTRAL
4491	a group of people standing next to each other	a group of people standing next to each other	0	NEUTRAL
4492	a man sitting on a couch with a teddy bear	a man sitting on a couch with a teddy bear	0	NEUTRAL
4493	a horse pulling a carriage down a street	a horse pulling a carriage down a street	0	NEUTRAL
4494	a bus is parked on the side of the road	a bus is parked on the side of the road	0	NEUTRAL
4495	a bunch of ties are hanging on a wall	a bunch of ties that are on a table	0	NEUTRAL
4496	a man and a woman standing next to a stop sign	a man standing next to a stop sign	0	NEUTRAL
4497	a white toilet sitting in a bathroom next to a trash can	a white toilet sitting in a bathroom next to a trash can	0	NEUTRAL
4498	a man is holding a tennis racket on a tennis court	a man is holding a tennis racket on a tennis court	0	NEUTRAL
4499	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
4500	a man is standing in front of a truck	a man is standing in front of a parking meter	0	NEUTRAL
4501	a group of people standing around a train	a group of people standing around a train	0	NEUTRAL
4502	a man riding a dirt bike on a dirt track	a man riding a dirt bike on a dirt track	0	NEUTRAL
4503	a traffic light sitting on the side of a road	a traffic light sitting on the side of a road	0	NEUTRAL
4504	a man is holding a glass of wine	a man is holding a glass of wine	0	NEUTRAL
4505	a parking meter on the side of the road	a street sign on the side of the road	0	NEUTRAL
4506	a white vase with a flower in it	a white vase with a flower in it	0	NEUTRAL
4507	a person is sitting at a table with a pizza	a person is sitting at a table with a laptop	0	NEUTRAL
4508	a plate of food with a fork and knife	a plate of food with a fork on a table	0	NEUTRAL
4509	a laptop computer sitting on top of a desk	a laptop computer sitting on top of a desk	0	NEUTRAL
4510	a person is standing in front of a motorcycle	a person is standing next to a motorcycle	0	NEUTRAL
4511	a woman standing next to a man holding a cell phone	a woman is standing in front of a mirror	0	NEUTRAL
4512	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4513	a man riding a wave on top of a surfboard	a person on a surfboard in the water	0	NEUTRAL
4514	a group of people sitting on a bench	a group of people sitting on a bench	0	NEUTRAL
4515	a table topped with lots of different colored vases	a table topped with lots of different types of cake	0	NEUTRAL
4516	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4517	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4518	a large passenger jet sitting on top of an airport runway	a large passenger jet sitting on top of an airport runway	0	NEUTRAL
4519	a large clock on the side of a building	a large clock on the side of a building	0	NEUTRAL
4520	a city bus driving down the street	a city bus driving down the street	0	NEUTRAL
4521	a tv sitting on top of a wooden table	a tv sitting on top of a wooden desk	0	NEUTRAL
4522	a street sign on a pole in front of a building	a street sign on a pole in front of a building	0	NEUTRAL
4523	a street sign on a pole on a city street	a street sign that says UNK UNK UNK	0	NEUTRAL
4524	a stop sign on the corner of a street	a stop sign on the corner of a street	0	NEUTRAL
4525	a street sign on a pole on a city street	a street sign and a traffic light on a pole	0	NEUTRAL
4526	a red and white bus parked in front of a building	a red and white bus driving down a street	0	NEUTRAL
4527	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
4528	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4529	a street sign is shown in front of a building	a stop sign with a street sign on top of it	0	NEUTRAL
4530	a person is holding a glass of wine	a person is holding a glass of wine	0	NEUTRAL
4531	a police officer riding a motorcycle down a street	a police officer riding a motorcycle down a street	0	NEUTRAL
4532	a red stop sign sitting on the side of a street	a red stop sign sitting on the side of a street	0	NEUTRAL
4533	a person cutting a cake with a knife	a person cutting a cake with a knife	0	NEUTRAL
4534	a red truck parked in a parking lot	a red truck parked in a parking lot	0	NEUTRAL
4535	a stop sign on the corner of a street	a stop sign on the corner of a street	0	NEUTRAL
4536	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4537	a dog with a frisbee in its mouth	a dog with a frisbee in its mouth	0	NEUTRAL
4538	a car parked in front of a stop sign	a car parked in front of a stop sign	0	NEUTRAL
4539	a bus is parked on the side of the street	a bus is driving down the street in the city	0	NEUTRAL
4540	a stop sign and a traffic light on a street	a stop sign and a traffic light on a street	0	NEUTRAL
4541	a person holding a wii remote in their hand	a person holding a wii remote in their hand	0	NEUTRAL
4542	a surfboard sitting on top of a wooden bench	a stop sign is on the side of the road	0	NEUTRAL
4543	a parking meter is on the side of the road	a parking meter is on the side of the road	0	NEUTRAL
4544	a bunch of bananas are hanging from a ceiling	a bunch of bananas are hanging from a ceiling	0	NEUTRAL
4545	a man riding a skateboard down a street	a man riding a skateboard down a street	0	NEUTRAL
4546	a sign that is on the side of a beach	a sign that is on the side of a beach	0	NEUTRAL
4547	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4548	a row of motorcycles parked on the side of a street	a group of motorcycles parked on the side of a street	0	NEUTRAL
4549	a surfboard is sitting on a beach with a man in the background	a beach with a bunch of surfboards on it	0	NEUTRAL
4550	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
4551	a person riding a motorcycle on a track	a person riding a motorcycle on a track	0	NEUTRAL
4552	a city street with a building and a street sign	a street sign on the corner of a street	0	NEUTRAL
4553	a man walking down a street next to a building	a man walking down a street with a sign	0	NEUTRAL
4554	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4555	a tv sitting on top of a wooden shelf	a tv sitting on top of a wooden shelf	0	NEUTRAL
4556	a train is parked on a train track	an old train is parked on a train track	0	NEUTRAL
4557	a city street with a traffic light and street signs	a city street with a street sign on it	0	NEUTRAL
4558	a train on a track near a platform	a train on a track near a platform	0	NEUTRAL
4559	a red bus driving down a street next to a tree	a bus is driving down the street in a city	0	NEUTRAL
4560	a man holding a banana in his hand	a man holding a banana in his hand	0	NEUTRAL
4561	two double decker buses parked in a parking lot	three double decker buses parked in a parking lot	0	NEUTRAL
4562	a group of people sitting at a table with laptops	a group of people sitting at a table with laptops	0	NEUTRAL
4563	a street sign on a street corner in front of a building	a street light with a street sign on it	0	NEUTRAL
